Fuel_Type,Fuel_Price_per_Litre,Distance_km,Fuel_Consumption_L_per_100km
Petrol,101.35,310.3,8.31
Diesel,100.69,194.6,7.22
Petrol,103.67,340.7,8.52
Diesel,99.57,428.6,7.16
Petrol,101.27,240.8,8.34
Diesel,100.67,426.9,7.19
Petrol,97.20,184.7,7.86
Diesel,103.32,312.2,7.51
Petrol,97.75,470.0,8.16
Diesel,98.18,191.9,6.91
Petrol,100.61,177.1,8.22
Diesel,90.38,323.3,6.22
Petrol,102.00,125.5,8.21
Diesel,103.42,147.2,7.40
Petrol,101.00,240.7,8.21
Diesel,103.90,246.8,7.47
Petrol,103.46,114.4,8.44
Diesel,96.72,119.4,6.68
Petrol,100.86,272.3,8.36
Diesel,96.97,355.3,6.85
Petrol,96.42,485.3,7.93
Diesel,97.44,241.6,6.88
Petrol,107.68,239.6,8.98
Diesel,96.43,233.5,6.80
Petrol,96.65,151.0,7.70
Diesel,101.32,337.8,7.22
Petrol,105.33,153.1,8.66
Diesel,95.45,120.8,6.54
Petrol,96.51,439.9,7.87
Diesel,94.87,372.0,6.63
Petrol,100.62,472.3,8.35
Diesel,99.79,471.3,7.15
Petrol,101.22,430.3,8.49
Diesel,97.81,163.4,6.76
Petrol,106.85,129.2,8.82
Diesel,101.12,273.5,7.29
Petrol,98.97,315.3,8.17
Diesel,101.43,432.6,7.34
Petrol,106.55,356.3,8.96
Diesel,92.50,297.8,6.43
Petrol,102.78,294.5,8.51
Diesel,99.33,151.9,6.96
Petrol,100.60,238.7,8.17
Diesel,103.15,274.5,7.45
Petrol,98.53,143.3,8.04
Diesel,97.57,345.9,7.02
Petrol,102.88,196.9,8.41
Diesel,93.13,154.2,6.34
Petrol,100.08,305.3,8.14
Diesel,102.88,478.4,7.46
Petrol,99.41,177.8,8.04
Diesel,96.91,129.4,6.77
Petrol,100.88,143.5,8.27
Diesel,94.19,286.5,6.51
Petrol,106.10,209.3,8.68
Diesel,90.95,354.2,6.36
Petrol,103.44,185.2,8.39
Diesel,103.05,374.6,7.41
Petrol,97.24,204.5,7.84
Diesel,97.39,250.0,6.88
Petrol,100.25,263.4,8.19
Diesel,102.76,378.3,7.39
Petrol,102.12,375.1,8.37
Diesel,94.23,176.7,6.52
Petrol,96.50,177.1,7.83
Diesel,94.61,300.6,6.69
Petrol,96.55,189.3,7.86
Diesel,95.26,255.5,6.70
Petrol,99.66,224.4,8.12
Diesel,91.11,262.0,6.34
Petrol,100.50,428.4,8.37
Diesel,94.57,498.2,6.66
Petrol,105.61,424.0,8.85
Diesel,102.05,352.1,7.43
Petrol,105.64,191.6,8.61
Diesel,97.28,458.6,6.97
Petrol,102.67,403.7,8.58
Diesel,96.84,295.2,6.77
Petrol,106.34,471.1,8.85
Diesel,99.34,360.1,7.08
Petrol,106.27,243.4,8.75
Diesel,93.12,492.4,6.58
Petrol,106.81,383.7,8.88
Diesel,100.05,357.1,7.20
Petrol,99.99,171.6,8.14
Diesel,103.02,375.0,7.39
Petrol,105.97,396.6,8.84
Diesel,90.20,341.0,6.27
Petrol,96.73,433.1,7.92
Diesel,98.15,335.1,6.90
Petrol,96.53,107.5,7.68
Diesel,92.69,150.8,6.32
Petrol,105.31,286.3,8.68
Diesel,99.11,399.0,7.05
Petrol,100.15,403.4,8.21
Diesel,90.96,181.4,6.18
Petrol,103.82,423.6,8.61
Diesel,102.04,482.2,7.50
Petrol,109.59,387.7,9.26
Diesel,98.91,168.2,6.89
Petrol,96.53,176.2,7.71
Diesel,91.81,371.9,6.43
Petrol,103.44,137.0,8.37
Diesel,94.49,205.9,6.51
Petrol,108.77,124.7,9.06
Diesel,93.18,387.1,6.61
Petrol,103.41,493.6,8.68
Diesel,90.34,109.3,6.17
Petrol,107.59,171.2,8.80
Diesel,93.52,188.8,6.44
Petrol,103.23,111.4,8.37
Diesel,91.39,345.1,6.37
Petrol,96.92,166.9,7.74
Diesel,96.89,314.6,6.78
Petrol,99.60,195.0,8.10
Diesel,90.26,479.3,6.40
Petrol,108.81,397.3,9.05
Diesel,102.76,142.8,7.23
Petrol,103.27,105.4,8.35
Diesel,94.80,220.7,6.60
Petrol,103.85,212.2,8.60
Diesel,99.02,422.0,7.06
Petrol,108.97,425.0,9.16
Diesel,96.11,164.7,6.70
Petrol,106.71,114.8,8.75
Diesel,97.25,406.9,6.99
Petrol,99.28,423.8,8.15
Diesel,92.37,234.6,6.38
Petrol,101.69,341.8,8.47
Diesel,91.53,332.1,6.38
Petrol,101.46,389.2,8.47
Diesel,98.08,472.8,7.01
Petrol,99.37,345.0,8.15
Diesel,94.32,136.7,6.44
Petrol,102.23,291.2,8.43
Diesel,96.32,158.6,6.62
Petrol,106.34,100.4,8.67
Diesel,95.34,143.3,6.60
Petrol,99.80,256.4,8.23
Diesel,95.48,195.3,6.59
Petrol,100.40,427.0,8.27
Diesel,101.89,118.7,7.18
Petrol,105.59,175.3,8.61
Diesel,92.68,211.1,6.33
Petrol,100.94,470.5,8.44
Diesel,91.32,389.8,6.44
Petrol,108.56,482.0,9.16
Diesel,101.92,248.0,7.29
Petrol,100.95,103.5,8.20
Diesel,95.22,222.1,6.65
Petrol,100.36,439.5,8.30
Diesel,93.25,497.5,6.58
Petrol,108.65,338.2,9.08
Diesel,92.00,406.5,6.53
Petrol,109.51,318.9,9.20
Diesel,91.28,111.3,6.15
Petrol,106.84,171.0,8.84
Diesel,91.20,297.7,6.27
Petrol,106.40,285.3,8.82
Diesel,99.14,298.4,6.96
Petrol,107.54,224.7,8.98
Diesel,97.90,452.0,7.01
Petrol,106.93,148.3,8.88
Diesel,96.21,176.3,6.64
Petrol,101.98,401.8,8.40
Diesel,97.00,454.7,7.00
Petrol,107.98,204.8,9.03
Diesel,96.06,339.4,6.72
Petrol,108.24,190.3,8.93
Diesel,91.27,295.8,6.32
Petrol,107.57,200.2,8.83
Diesel,95.51,227.5,6.66
Petrol,97.05,260.2,7.91
Diesel,94.12,224.3,6.61
Petrol,99.49,232.4,8.20
Diesel,97.52,363.6,6.98
Petrol,97.32,197.1,7.88
Diesel,98.75,418.8,7.04
Petrol,96.81,256.5,7.89
Diesel,100.57,375.9,7.26
Petrol,97.04,375.8,7.97
Diesel,95.63,346.8,6.83
Petrol,96.41,113.5,7.72
Diesel,100.28,269.9,7.13
Petrol,98.17,324.5,8.11
Diesel,91.02,173.3,6.18
Petrol,97.97,234.8,7.97
Diesel,98.61,498.6,7.07
Petrol,109.36,180.7,9.06
Diesel,102.12,234.2,7.36
Petrol,106.38,228.0,8.83
Diesel,90.19,188.2,6.17
Petrol,99.87,439.0,8.31
Diesel,90.65,303.1,6.29
Petrol,100.25,244.1,8.25
Diesel,91.27,287.8,6.26
Petrol,99.96,494.0,8.26
Diesel,96.24,345.7,6.78
Petrol,97.22,283.7,7.95
Diesel,95.38,279.2,6.67
Petrol,102.81,165.7,8.44
Diesel,97.11,497.3,6.91
Petrol,106.86,156.8,8.77
Diesel,94.62,418.6,6.67
Petrol,103.75,137.8,8.54
Diesel,103.18,224.4,7.40
Petrol,102.00,445.5,8.53
Diesel,93.05,333.1,6.48
Petrol,106.08,218.2,8.80
Diesel,95.01,470.4,6.81
Petrol,109.00,456.8,9.18
Diesel,94.19,324.0,6.57
Petrol,108.98,418.3,9.15
Diesel,99.99,225.9,7.05
Petrol,108.53,481.2,9.11
Diesel,102.21,456.9,7.43
Petrol,103.33,158.2,8.38
Diesel,90.79,482.3,6.40
Petrol,105.56,207.6,8.71
Diesel,94.86,415.4,6.76
Petrol,101.59,267.0,8.29
Diesel,98.11,260.6,7.00
Petrol,109.10,201.8,9.06
Diesel,96.80,105.8,6.72
Petrol,99.77,386.1,8.24
Diesel,95.67,229.0,6.71
Petrol,98.27,439.0,8.09
Diesel,92.60,433.8,6.57
Petrol,104.58,448.7,8.83
Diesel,101.42,346.5,7.25
Petrol,106.67,331.9,8.80
Diesel,99.37,225.7,7.10
Petrol,97.56,226.3,7.92
Diesel,93.98,474.5,6.70
Petrol,109.80,115.1,9.00
Diesel,98.86,415.1,7.05
Petrol,96.49,211.1,7.88
Diesel,103.32,174.2,7.44
Petrol,100.12,185.3,8.16
Diesel,96.10,486.5,6.88
Petrol,109.56,148.2,9.09
Diesel,93.41,389.4,6.56
Petrol,103.11,339.9,8.52
Diesel,99.12,217.4,6.91
Petrol,97.10,451.2,8.07
Diesel,100.72,180.2,7.18
Petrol,105.09,492.1,8.75
Diesel,99.74,412.1,7.14
Petrol,100.82,424.2,8.34
Diesel,90.93,250.1,6.18
Petrol,100.40,370.4,8.25
Diesel,90.31,226.3,6.24
Petrol,110.00,396.8,9.22
Diesel,99.75,150.0,6.96
Petrol,107.75,253.5,9.03
Diesel,103.16,449.4,7.48
Petrol,96.42,311.5,7.76
Diesel,101.01,414.4,7.38
Petrol,102.24,209.0,8.34
Diesel,94.19,459.7,6.76
Petrol,96.56,276.7,7.79
Diesel,94.20,235.0,6.57
Petrol,105.21,122.6,8.63
Diesel,91.33,406.4,6.38
Petrol,102.75,481.1,8.65
Diesel,102.54,442.7,7.43
Petrol,100.96,261.8,8.35
Diesel,91.22,114.5,6.26
Petrol,97.23,311.0,8.00
Diesel,95.08,330.5,6.61
Petrol,102.66,380.1,8.58
Diesel,95.62,362.5,6.79
Petrol,109.49,315.7,9.08
Diesel,95.13,212.9,6.68
Petrol,106.43,473.9,8.99
Diesel,97.76,221.8,6.93
Petrol,97.83,319.8,7.98
Diesel,103.21,478.0,7.53
Petrol,109.66,481.3,9.26
Diesel,95.29,184.8,6.68
Petrol,106.18,217.7,8.77
Diesel,97.27,347.9,6.83
Petrol,104.62,132.2,8.52
Diesel,92.41,473.0,6.49
Petrol,100.91,495.1,8.34
Diesel,91.68,236.8,6.25
Petrol,97.17,313.6,7.88
Diesel,90.79,192.9,6.12
Petrol,104.79,312.7,8.73
Diesel,94.87,270.3,6.67
Petrol,99.89,334.2,8.18
Diesel,93.30,355.7,6.63
Petrol,100.71,190.4,8.17
Diesel,99.76,475.4,7.16
Petrol,103.52,483.5,8.68
Diesel,91.38,337.4,6.43
Petrol,101.22,442.3,8.43
Diesel,94.25,217.7,6.58
Petrol,104.22,368.4,8.58
Diesel,96.35,456.5,6.81
Petrol,100.35,207.1,8.21
Diesel,98.31,457.7,7.04
Petrol,109.86,145.7,9.07
Diesel,91.88,413.4,6.37
Petrol,107.01,254.6,8.89
Diesel,103.98,307.8,7.46
Petrol,101.73,311.7,8.46
Diesel,101.17,490.2,7.36
Petrol,97.29,489.6,8.00
Diesel,99.09,359.5,7.16
Petrol,108.96,453.2,9.16
Diesel,93.18,254.7,6.50
Petrol,103.97,477.5,8.63
Diesel,93.78,143.2,6.45
Petrol,104.52,195.3,8.51
Diesel,96.94,306.9,6.92
Petrol,97.16,335.3,7.87
Diesel,101.04,117.7,7.09
Petrol,98.10,304.9,7.98
Diesel,91.18,300.5,6.39
Petrol,96.78,236.3,7.83
Diesel,95.32,183.3,6.70
Petrol,106.93,323.9,9.00
Diesel,102.95,271.8,7.40
Petrol,98.93,155.7,7.99
Diesel,96.43,175.8,6.77
Petrol,102.97,338.6,8.51
Diesel,95.37,326.7,6.64
Petrol,107.44,155.0,8.92
Diesel,103.62,130.8,7.43
Petrol,101.30,294.0,8.32
Diesel,92.01,185.9,6.37
Petrol,96.19,191.3,7.67
Diesel,92.40,385.7,6.56
Petrol,108.71,163.1,8.93
Diesel,98.06,331.6,7.04
Petrol,109.17,376.2,9.13
Diesel,97.77,334.6,7.02
Petrol,102.49,368.7,8.54
Diesel,95.67,325.4,6.66
Petrol,96.87,423.3,7.96
Diesel,91.75,318.6,6.45
Petrol,97.87,126.2,7.96
Diesel,99.16,278.3,7.12
Petrol,105.90,230.5,8.82
Diesel,96.99,290.3,6.83
Petrol,108.62,196.5,9.01
Diesel,103.07,112.9,7.28
Petrol,103.73,429.2,8.72
Diesel,97.53,372.1,6.95
Petrol,109.90,343.3,9.25
Diesel,103.43,143.9,7.43
Petrol,102.64,413.1,8.55
Diesel,93.00,276.9,6.47
Petrol,109.72,214.7,9.08
Diesel,95.06,439.2,6.71
Petrol,96.32,485.7,7.89
Diesel,95.11,301.5,6.64
Petrol,103.17,151.3,8.48
Diesel,91.35,329.4,6.38
Petrol,96.65,338.3,7.87
Diesel,95.35,364.3,6.80
Petrol,100.15,399.3,8.22
Diesel,103.66,110.0,7.39
Petrol,107.17,374.9,9.02
Diesel,90.63,481.4,6.41
Petrol,97.98,176.1,8.01
Diesel,98.93,305.9,7.07
Petrol,100.85,351.2,8.24
Diesel,94.80,278.8,6.72
Petrol,97.82,251.3,7.90
Diesel,102.43,167.2,7.34
Petrol,97.79,339.4,8.03
Diesel,95.70,126.1,6.55
Petrol,96.61,118.7,7.83
Diesel,97.04,327.0,6.93
Petrol,103.32,286.7,8.47
Diesel,90.43,481.8,6.33
Petrol,106.48,263.2,8.75
Diesel,99.37,114.1,6.87
Petrol,106.26,481.4,8.90
Diesel,93.29,438.2,6.61
Petrol,102.77,464.0,8.58
Diesel,103.33,466.9,7.51
Petrol,97.68,393.8,7.96
Diesel,102.25,337.8,7.35
Petrol,106.88,437.5,8.89
Diesel,94.03,427.8,6.74
Petrol,107.29,139.9,8.82
Diesel,101.56,155.7,7.23
Petrol,106.72,283.5,8.87
Diesel,98.30,369.7,6.94
Petrol,107.18,423.4,8.94
Diesel,94.09,107.7,6.49
Petrol,100.16,328.3,8.24
Diesel,101.48,464.3,7.31
Petrol,99.62,449.2,8.31
Diesel,98.58,457.0,7.04
Petrol,109.61,277.9,9.08
Diesel,94.50,271.3,6.64
Petrol,99.12,363.1,8.20
Diesel,100.63,174.8,7.10
Petrol,107.09,310.7,8.84
Diesel,90.18,130.7,6.17
Petrol,99.73,293.8,8.23
Diesel,95.64,496.4,6.80
Petrol,102.03,494.8,8.46
Diesel,92.85,327.1,6.44
Petrol,109.25,161.0,9.05
Diesel,95.20,348.2,6.66
Petrol,109.69,290.9,9.14
Diesel,96.38,127.8,6.66
Petrol,108.41,315.1,9.03
Diesel,91.28,111.2,6.18
Petrol,98.24,198.0,8.02
Diesel,90.39,238.5,6.18
Petrol,101.14,327.8,8.32
Diesel,102.39,456.3,7.43
Petrol,103.79,107.6,8.39
Diesel,97.06,425.2,6.85
Petrol,108.49,268.1,9.10
Diesel,101.63,114.1,7.19
Petrol,101.68,424.5,8.43
Diesel,96.48,306.5,6.80
Petrol,108.11,235.7,9.06
Diesel,101.27,117.7,7.11
Petrol,102.58,467.5,8.61
Diesel,92.22,101.8,6.21
Petrol,106.86,137.1,8.80
Diesel,103.14,459.5,7.44
Petrol,99.80,252.8,8.19
Diesel,94.89,179.6,6.60
Petrol,102.69,231.6,8.38
Diesel,92.75,348.8,6.49
Petrol,109.90,461.6,9.21
Diesel,90.00,108.0,6.09
Petrol,102.76,400.7,8.62
Diesel,100.74,113.9,7.16
Petrol,99.20,393.5,8.16
Diesel,101.97,121.9,7.28
Petrol,96.18,286.8,7.88
Diesel,95.10,176.6,6.53
Petrol,106.20,306.4,8.76
Diesel,94.92,230.8,6.65
Petrol,97.58,209.3,7.87
Diesel,93.79,166.1,6.40
Petrol,109.97,410.2,9.19
Diesel,90.49,282.5,6.17
Petrol,97.06,301.6,7.88
Diesel,101.63,148.2,7.18
Petrol,98.69,349.2,8.06
Diesel,93.74,173.5,6.41
Petrol,104.72,351.4,8.74
Diesel,102.87,208.8,7.34
Petrol,101.75,152.6,8.27
Diesel,93.64,361.8,6.62
Petrol,104.36,483.1,8.76
Diesel,94.41,442.8,6.66
Petrol,108.18,491.0,9.04
Diesel,100.71,215.6,7.18
Petrol,107.01,459.0,8.98
Diesel,99.45,163.5,7.03
Petrol,102.17,438.3,8.43
Diesel,91.98,359.3,6.43
Petrol,101.43,131.6,8.24
Diesel,97.96,349.8,6.94
Petrol,106.11,426.3,8.95
Diesel,98.20,193.4,6.84
Petrol,108.55,450.9,9.19
Diesel,103.93,259.0,7.42
Petrol,98.02,443.0,8.06
Diesel,90.35,152.9,6.12
Petrol,97.52,394.3,8.09
Diesel,100.09,427.6,7.27
Petrol,105.41,282.2,8.70
Diesel,90.45,470.9,6.39
Petrol,106.86,220.4,8.81
Diesel,99.60,117.2,6.98
Petrol,107.73,180.4,8.93
Diesel,93.26,411.5,6.53
Petrol,109.13,278.3,9.09
Diesel,102.36,499.0,7.52
Petrol,98.76,245.2,8.12
Diesel,91.81,284.2,6.43
Petrol,100.93,100.5,8.26
Diesel,90.57,465.4,6.40
Petrol,107.95,445.8,9.16
Diesel,103.83,187.8,7.34
Petrol,107.95,283.4,9.04
Diesel,102.13,174.9,7.33
Petrol,105.94,450.2,8.97
Diesel,99.67,413.3,7.14
Petrol,101.05,415.7,8.37
Diesel,97.26,434.0,6.97
Petrol,107.64,358.6,9.06
Diesel,96.50,233.5,6.68
Petrol,102.67,418.9,8.50
Diesel,102.41,251.7,7.40
Petrol,100.64,479.8,8.32
Diesel,94.93,111.9,6.55
Petrol,109.67,232.2,9.07
Diesel,90.21,267.5,6.22
Petrol,109.05,364.5,9.09
Diesel,98.73,372.1,6.99
Petrol,100.48,233.9,8.12
Diesel,95.40,162.7,6.63
Petrol,99.59,255.6,8.06
Diesel,100.82,256.1,7.16
Petrol,105.02,429.7,8.78
Diesel,90.60,243.7,6.28
Petrol,98.06,103.5,7.93
Diesel,102.87,316.9,7.41
Petrol,101.44,426.5,8.37
Diesel,93.57,312.9,6.57
Petrol,107.53,441.0,8.97
Diesel,92.28,326.6,6.35
Petrol,108.38,478.4,9.20
Diesel,99.14,138.3,6.98
Petrol,101.80,181.5,8.39
Diesel,101.00,248.4,7.21
Petrol,97.25,455.7,7.98
Diesel,95.38,290.7,6.72
Petrol,101.11,260.2,8.34
Diesel,97.36,498.9,6.97
Petrol,100.84,100.4,8.23
Diesel,96.33,479.6,6.90
Petrol,99.82,292.5,8.13
Diesel,96.32,163.3,6.69
Petrol,96.57,297.5,7.93
Diesel,91.66,302.1,6.33
Petrol,103.89,341.1,8.60
Diesel,98.86,166.5,6.97
Petrol,101.18,275.8,8.28
Diesel,96.24,419.2,6.79
Petrol,99.53,243.6,8.20
Diesel,96.34,223.0,6.67
Petrol,106.98,484.7,8.96
Diesel,95.64,305.1,6.80
Petrol,100.72,354.9,8.35
Diesel,102.44,237.3,7.40
Petrol,106.62,198.4,8.87
Diesel,96.36,484.6,6.88
Petrol,108.53,385.1,9.16
Diesel,92.99,132.9,6.38
Petrol,98.26,431.0,8.14
Diesel,91.28,179.9,6.30
Petrol,102.50,335.3,8.42
Diesel,101.46,233.9,7.23
Petrol,97.18,164.4,7.76
Diesel,97.78,218.3,6.88
Petrol,108.77,292.6,9.00
Diesel,95.50,374.9,6.76
Petrol,99.79,419.1,8.23
Diesel,97.76,323.0,6.95
Petrol,99.64,328.1,8.25
Diesel,100.43,196.4,7.14
Petrol,98.89,198.1,8.02
Diesel,103.04,269.8,7.44
Petrol,107.15,476.0,9.09
Diesel,94.92,248.0,6.68
Petrol,100.26,235.9,8.17
Diesel,94.28,220.6,6.57
Petrol,101.79,407.6,8.38
Diesel,91.84,428.4,6.43
Petrol,101.62,464.1,8.38
Diesel,98.28,323.4,7.03
Petrol,105.30,235.6,8.77
Diesel,95.66,239.5,6.61
Petrol,97.28,492.2,7.96
Diesel,94.78,338.5,6.71
Petrol,104.97,467.6,8.78
Diesel,98.36,199.8,6.87
Petrol,98.49,481.6,8.12
Diesel,93.90,232.6,6.52
Petrol,103.63,130.2,8.45
Diesel,90.50,312.0,6.26
Petrol,106.14,182.0,8.72
Diesel,92.05,375.1,6.35
Petrol,108.33,460.0,9.22
Diesel,95.13,185.9,6.58
Petrol,103.61,128.8,8.40
Diesel,95.50,296.1,6.78
Petrol,109.64,421.9,9.27
Diesel,101.38,265.5,7.26
Petrol,102.94,254.1,8.38
Diesel,96.27,443.8,6.83
Petrol,104.77,122.2,8.56
Diesel,97.60,346.9,6.91
Petrol,101.12,297.7,8.26
Diesel,95.55,386.6,6.74
Petrol,99.18,424.6,8.24
Diesel,103.27,394.0,7.45
Petrol,100.19,160.9,8.15
Diesel,97.31,124.6,6.81
Petrol,107.95,464.4,9.15
Diesel,100.88,360.4,7.21
Petrol,96.33,273.2,7.73
Diesel,100.05,396.0,7.13
Petrol,108.18,100.3,8.89
Diesel,100.94,110.8,7.19
Petrol,105.39,331.0,8.68
Diesel,94.36,334.5,6.64
Petrol,108.11,319.0,9.05
Diesel,100.47,159.3,7.13
Petrol,105.63,141.7,8.76
Diesel,100.15,375.8,7.23
Petrol,104.40,335.5,8.72
Diesel,103.00,249.2,7.34
Petrol,100.33,303.7,8.16
Diesel,98.12,131.1,6.90
Petrol,107.27,307.3,8.86
Diesel,98.25,440.5,7.05
Petrol,104.92,316.9,8.67
Diesel,92.64,464.9,6.47
Petrol,105.13,210.3,8.62
Diesel,94.66,111.9,6.54
Petrol,98.31,158.0,7.91
Diesel,100.48,172.5,7.09
Petrol,98.14,396.8,8.02
Diesel,101.26,100.8,7.05
Petrol,103.43,213.8,8.49
Diesel,102.82,477.2,7.52
Petrol,104.15,139.6,8.47
Diesel,97.14,135.3,6.70
Petrol,101.34,264.5,8.34
Diesel,100.35,210.6,7.04
Petrol,109.98,490.4,9.31
Diesel,96.10,266.0,6.82
Petrol,101.92,122.6,8.26
Diesel,99.61,274.4,7.01
Petrol,99.91,433.0,8.28
Diesel,93.47,363.2,6.58
Petrol,104.87,394.6,8.71
Diesel,99.17,400.3,7.19
Petrol,101.36,362.1,8.29
Diesel,92.29,246.7,6.43
Petrol,106.67,265.4,8.84
Diesel,91.50,422.3,6.33
Petrol,104.36,138.0,8.61
Diesel,97.52,297.0,6.97
Petrol,100.11,458.2,8.33
Diesel,92.01,192.1,6.28
Petrol,104.50,153.5,8.61
Diesel,90.68,142.3,6.18
Petrol,106.70,237.6,8.78
Diesel,97.69,121.2,6.85
Petrol,108.26,203.8,9.00
Diesel,97.93,469.9,6.95
Petrol,105.01,169.0,8.54
Diesel,97.20,360.1,6.92
Petrol,106.62,138.7,8.72
Diesel,96.25,244.6,6.81
Petrol,99.75,195.6,8.10
Diesel,101.22,322.5,7.21
Petrol,96.24,385.4,7.84
Diesel,102.96,237.1,7.36
Petrol,107.21,119.4,8.73
Diesel,91.54,364.4,6.33
Petrol,98.75,390.7,8.21
Diesel,98.97,300.0,6.95
Petrol,99.20,137.3,8.02
Diesel,92.66,216.1,6.31
Petrol,100.14,227.2,8.26
Diesel,95.18,212.5,6.69
Petrol,100.69,129.9,8.20
Diesel,96.40,319.8,6.75
Petrol,106.01,387.2,8.91
Diesel,97.92,385.4,7.00
Petrol,103.29,359.4,8.55
Diesel,90.15,199.9,6.18
Petrol,108.38,350.8,9.11
Diesel,95.14,329.1,6.69
Petrol,106.49,430.7,8.91
Diesel,94.18,351.9,6.53
Petrol,102.71,272.1,8.50
Diesel,93.19,409.9,6.58
Petrol,103.42,395.9,8.54
Diesel,100.63,470.3,7.34
Petrol,99.19,365.3,8.14
Diesel,102.34,367.7,7.41
Petrol,104.02,214.0,8.47
Diesel,94.87,294.4,6.68
Petrol,97.05,487.1,8.02
Diesel,93.36,383.0,6.60
Petrol,107.04,266.3,8.81
Diesel,101.27,134.6,7.11
Petrol,107.69,217.2,8.99
Diesel,101.90,292.4,7.30
Petrol,102.41,150.0,8.39
Diesel,103.40,155.6,7.43
Petrol,97.16,447.1,7.94
Diesel,100.94,390.4,7.24
Petrol,109.39,152.5,9.13
Diesel,91.58,161.2,6.32
Petrol,97.17,215.9,7.78
Diesel,96.36,488.4,6.91
Petrol,105.71,269.1,8.77
Diesel,91.35,118.7,6.19
Petrol,106.75,389.2,8.98
Diesel,97.82,455.9,6.99
Petrol,109.34,147.1,9.10
Diesel,98.30,162.8,6.95
Petrol,103.92,102.8,8.51
Diesel,100.41,439.6,7.33
Petrol,100.74,388.8,8.26
Diesel,90.93,406.4,6.29
Petrol,102.68,101.5,8.29
Diesel,92.68,205.4,6.43
Petrol,100.66,494.6,8.44
Diesel,100.94,105.3,7.01
Petrol,103.57,259.1,8.49
Diesel,98.17,163.9,6.79
Petrol,109.69,296.5,9.10
Diesel,92.70,455.5,6.63
Petrol,107.48,480.0,9.07
Diesel,98.70,403.2,7.04
Petrol,99.31,380.5,8.26
Diesel,98.58,132.4,6.97
Petrol,98.90,404.8,8.22
Diesel,91.58,204.0,6.23
Petrol,96.26,413.7,7.98
Diesel,99.62,181.2,7.01
Petrol,105.99,402.1,8.87
Diesel,91.47,135.5,6.20
Petrol,96.82,213.8,7.76
Diesel,92.66,248.4,6.38
Petrol,97.99,384.5,8.00
Diesel,96.95,317.9,6.82
Petrol,96.65,471.1,7.93
Diesel,94.97,250.6,6.61
Petrol,98.53,446.1,8.09
Diesel,103.47,169.8,7.30
Petrol,109.58,153.3,9.11
Diesel,91.72,463.1,6.37
Petrol,106.68,152.6,8.80
Diesel,99.55,321.8,7.15
Petrol,106.80,106.8,8.74
Diesel,97.57,488.3,7.02
Petrol,109.19,308.9,9.08
Diesel,99.55,356.3,7.08
Petrol,97.88,243.4,7.93
Diesel,92.30,469.6,6.47
Petrol,96.61,138.5,7.69
Diesel,90.14,187.9,6.10
Petrol,103.93,107.8,8.53
Diesel,93.16,393.5,6.53
Petrol,105.79,245.6,8.72
Diesel,97.29,333.5,6.87
Petrol,96.10,356.0,7.91
Diesel,99.56,108.0,7.00
Petrol,108.11,215.4,8.96
Diesel,96.61,495.3,6.94
Petrol,104.73,339.3,8.64
Diesel,95.45,355.3,6.73
Petrol,105.61,404.4,8.88
Diesel,92.15,489.7,6.59
Petrol,106.43,386.5,8.95
Diesel,101.57,493.0,7.35
Petrol,108.63,345.6,9.14
Diesel,90.27,163.0,6.10
Petrol,100.61,244.4,8.15
Diesel,96.41,158.1,6.79
Petrol,106.43,137.8,8.66
Diesel,93.56,340.8,6.49
Petrol,98.88,224.0,8.08
Diesel,102.81,433.7,7.53
Petrol,103.87,441.4,8.70
Diesel,103.20,475.1,7.50
Petrol,108.09,115.4,8.86
Diesel,93.02,328.1,6.47
Petrol,106.84,341.9,8.90
Diesel,102.93,124.0,7.25
Petrol,101.35,191.4,8.29
Diesel,102.12,263.3,7.37
Petrol,108.88,296.1,9.02
Diesel,99.14,348.4,7.11
Petrol,103.71,494.7,8.74
Diesel,103.33,282.7,7.39
Petrol,104.66,254.3,8.62
Diesel,100.81,337.6,7.16
Petrol,104.76,311.6,8.69
Diesel,99.20,292.2,7.14
Petrol,105.73,212.8,8.68
Diesel,96.28,313.2,6.81
Petrol,98.90,378.6,8.13
Diesel,101.00,109.3,7.10
Petrol,98.66,184.4,7.98
Diesel,98.87,366.1,7.08
Petrol,104.32,428.8,8.65
Diesel,91.91,222.1,6.36
Petrol,107.95,343.9,9.05
Diesel,97.12,196.1,6.87
Petrol,100.98,205.2,8.15
Diesel,91.64,483.1,6.43
Petrol,101.92,140.8,8.29
Diesel,92.43,398.1,6.53
Petrol,108.02,432.9,9.06
Diesel,103.66,333.0,7.47
Petrol,105.65,496.9,8.95
Diesel,103.17,124.9,7.35
Petrol,107.89,323.4,9.09
Diesel,98.06,337.9,7.05
Petrol,109.60,379.3,9.20
Diesel,97.92,272.2,6.97
Petrol,102.13,129.2,8.27
Diesel,91.10,184.3,6.24
Petrol,97.81,268.3,7.89
Diesel,95.43,211.0,6.65
Petrol,100.36,451.2,8.24
Diesel,93.52,427.7,6.56
Petrol,96.21,265.8,7.75
Diesel,94.92,207.0,6.58
Petrol,101.07,438.8,8.39
Diesel,97.43,181.0,6.74
Petrol,100.26,217.1,8.16
Diesel,98.44,315.3,6.99
Petrol,97.82,344.4,8.06
Diesel,94.21,424.6,6.69
Petrol,104.14,284.7,8.57
Diesel,97.05,205.6,6.84
